time,rating
0.0,100.0
0.23,100.0
0.46,100.0
0.69,100.0
0.92,100.0
1.15,100.0
1.38,100.0
1.61,100.0
1.84,100.0
2.07,100.0
2.3,100.0
2.53,100.0
2.76,100.0
2.99,100.0
3.22,100.0
3.45,100.0
3.68,100.0
3.91,100.0
4.14,100.0
4.37,100.0
4.6,100.0
4.83,100.0
5.06,100.0
5.29,100.0
5.52,100.0
5.75,100.0
5.98,100.0
6.21,100.0
6.44,100.0
6.67,100.0
6.9,100.0
7.13,100.0
7.36,100.0
7.59,100.0
7.82,54.05405405405395
8.05,0.0
8.28,0.0
8.51,0.0
8.74,0.0
8.97,0.0
9.2,0.0
9.43,0.0
9.66,0.0
9.89,0.0
10.12,0.0
10.35,0.0
10.58,0.0
10.81,0.0
11.04,0.0
11.27,0.0
11.5,0.0
11.73,0.0
11.96,0.0
12.19,0.0
12.42,0.0
12.65,0.0
12.88,0.0
13.11,0.0
13.34,0.0
13.57,0.0
13.8,0.0
14.03,0.0
14.26,0.0
14.49,0.0
14.72,0.0
14.95,0.0
15.18,0.0
15.41,0.0
15.64,0.0
15.87,0.0
16.1,30.030030030030602
16.33,99.09909909909906
16.56,100.0
16.79,100.0
17.02,100.0
17.25,100.0
17.48,100.0
17.71,100.0
17.94,100.0
18.17,100.0
18.4,100.0
18.63,100.0
18.86,100.0
19.09,100.0
19.32,100.0
19.55,100.0
19.78,100.0
20.01,100.0
20.24,100.0
20.47,100.0
20.7,100.0
20.93,100.0
21.16,100.0
21.39,100.0
21.62,100.0
21.85,100.0
22.08,100.0
22.31,100.0
22.54,100.0
22.77,100.0
23.0,100.0
23.23,100.0
23.46,100.0
23.69,100.0
23.92,100.0
24.15,54.95495495495517
24.38,0.0
24.61,0.0
24.84,0.0
25.07,0.0
25.3,0.0
25.53,0.0
25.76,0.0
25.99,0.0
26.22,0.0
26.45,0.0
26.68,0.0
26.91,0.0
27.14,0.0
27.37,0.0
27.6,0.0
27.83,0.0
28.06,0.0
28.29,0.0
28.52,0.0
